校园歌手,卢广仲,有吉他的流行歌曲,,,,,,,,,,,,,,,
断,太妃堂,太妃堂,,,,,,,,,,,,,,,
If I&#39;m the one for you,张韶涵,有形的翅膀,,,,,,,,,,,,,,,
Yes I do,陶妍霖,神魂电到,,,,,,,,,,,,,,,
舞极限,罗志祥,舞极限,,,,,,,,,,,,,,,
Move On,MIXION,MIXION同名EP,,,,,,,,,,,,,,,
100个太阳月亮,棉花糖,不被了解的怪人,,,,,,,,,,,,,,,
不敢哭,梁心颐,自由灵魂,,,,,,,,,,,,,,,
拒绝,周传雄,打扰爱情,,,,,,,,,,,,,,,
不够狠,林健辉,好流氓,,,,,,,,,,,,,,,
原来爱是这样,陶妍霖,神魂电到,,,,,,,,,,,,,,,
裂痕,张惠妹,裂痕,,,,,,,,,,,,,,,
浮光掠影,阎韦伶,浮光掠影,,,,,,,,,,,,,,,
转身看到你,李唯枫,渴了,,,,,,,,,,,,,,,
自由灵魂,梁心颐,自由灵魂,,,,,,,,,,,,,,,
女大田力小 (Feat. 天心),蔡旻佑,超级右脑,,,,,,,,,,,,,,,
离开昨天,周传雄,打扰爱情,,,,,,,,,,,,,,,
开始了寂寞,陆瑶,寂寞开始,,,,,,,,,,,,,,,
单纯幸福,魏晖倪,微恋爱,,,,,,,,,,,,,,,
Missing You,郑家星,首张中文EP,,,,,,,,,,,,,,,
神魂电到,陶妍霖,神魂电到,,,,,,,,,,,,,,,
单细胞,严爵,单细胞,,,,,,,,,,,,,,,
打扰爱情,周传雄,打扰爱情,,,,,,,,,,,,,,,
我没有疯,张芸京,小女孩,,,,,,,,,,,,,,,
淋雨一直走,张韶涵,有形的翅膀,,,,,,,,,,,,,,,
渴了,李唯枫,渴了,,,,,,,,,,,,,,,
任性,任贤齐,神魔.不信邪,,,,,,,,,,,,,,,
5:37,No Name（港台）,537,,,,,,,,,,,,,,,
你存在,信,我记得,,,,,,,,,,,,,,,
打喷嚏 (过敏慢版)(三立偶像剧《螺丝小姐要出嫁》插曲),严爵,单细胞,,,,,,,,,,,,,,,
You should try,周传雄,打扰爱情,,,,,,,,,,,,,,,
天气预报(纬来综合台《祯甄高兴见到你》片尾曲),关诗敏,关在家,,,,,,,,,,,,,,,
暂时的男朋友,严爵,单细胞,,,,,,,,,,,,,,,
怎么爱你都不够,蔡旻佑,超级右脑,,,,,,,,,,,,,,,
改变,AJ张杰,小丑/英雄,,,,,,,,,,,,,,,
You Don&#39;t Know,李唯枫,渴了,,,,,,,,,,,,,,,
Love Me Now,郑家星,首张中文EP,,,,,,,,,,,,,,,
两者,张悬,神的游戏,,,,,,,,,,,,,,,
殇,AJ张杰,小丑/英雄,,,,,,,,,,,,,,,
超级右脑,蔡旻佑,超级右脑,,,,,,,,,,,,,,,
暗藏后悔,信,我记得,,,,,,,,,,,,,,,
爱 我不敢说,AJ张杰,小丑/英雄,,,,,,,,,,,,,,,
好不好,李唯枫,渴了,,,,,,,,,,,,,,,
我是个骗子,林逸欣,作对,,,,,,,,,,,,,,,
魔法爱情(八大戏剧台《俏皮机长》片尾曲),关诗敏,关在家,,,,,,,,,,,,,,,
小丑与英雄,AJ张杰,小丑/英雄,,,,,,,,,,,,,,,
"危险的,是",张悬,神的游戏,,,,,,,,,,,,,,,
狂风里拥抱,信,我记得,,,,,,,,,,,,,,,
Don&#39;t cry(电影《西门町》主题曲),安心亚,西门町 电影原声带,,,,,,,,,,,,,,,
That Girl,张韶涵,有形的翅膀,,,,,,,,,,,,,,,
玫瑰色的你(Rose-Colored),张悬,神的游戏,,,,,,,,,,,,,,,
作对,林逸欣,作对,,,,,,,,,,,,,,,
快递甜心(纬来戏剧台《天堂牧场》片头曲),关诗敏,关在家,,,,,,,,,,,,,,,
换约,梁咏琪,蝴蝶吻,,,,,,,,,,,,,,,
只怕想家,黄美珍,途中(珍藏版),,,,,,,,,,,,,,,
Butterfly Kisses,梁咏琪,蝴蝶吻,,,,,,,,,,,,,,,
唯舞(网游《唯舞独尊》主题曲),安心亚,单身极品,,,,,,,,,,,,,,,
Oh Boy,G.E.M. 邓紫棋,Xposed,,,,,,,,,,,,,,,
Let&#39;s Go,4ever,4ever同名EP,,,,,,,,,,,,,,,
怎么办,范玮琪,爱，在一起Together,,,,,,,,,,,,,,,
来者摩羯,萨顶顶,恍如来者,,,,,,,,,,,,,,,
找你的地图,4ever,4ever同名EP,,,,,,,,,,,,,,,
约翰淑敏,舒米恩,阿米斯,,,,,,,,,,,,,,,
如影随形,萨顶顶,如影随形,,,,,,,,,,,,,,,
路,范玮琪,爱，在一起Together,,,,,,,,,,,,,,,
再唱一首,阿杜,第9次初恋,,,,,,,,,,,,,,,
树风,黄美珍,途中(珍藏版),,,,,,,,,,,,,,,
不败(feat.俊昊(2PM)),吴建豪,爱上巧克力 电影原声带,,,,,,,,,,,,,,,
洗衣机,五月天,第二人生 [末日版],,,,,,,,,,,,,,,
这是你的歌,周汤豪,S.N.G(预购版),,,,,,,,,,,,,,,
弹起來,范玮琪,爱，在一起Together,,,,,,,,,,,,,,,
完美分手,江美琪,房间,,,,,,,,,,,,,,,
Valentine&#39;s Day,阿杜,第9次初恋,,,,,,,,,,,,,,,
爱我像从前一样,Roomie,Super Lover,,,,,,,,,,,,,,,
翻转坏未来(remix版),李依瑾,翻转坏未来,,,,,,,,,,,,,,,
爱不用说,罗志祥,舞极限,,,,,,,,,,,,,,,
S.N.G,周汤豪,S.N.G(预购版),,,,,,,,,,,,,,,
不是你的错(偶像剧《真爱找麻烦》插曲),丁当,好，难得,,,,,,,,,,,,,,,
这是爱,东海,华丽的挑战 O.S.T,,,,,,,,,,,,,,,
SUPER LOVER,Roomie,Super Lover,,,,,,,,,,,,,,,
房间,江美琪,房间,,,,,,,,,,,,,,,
R U KIDDING ME?,大嘴巴,流感,,,,,,,,,,,,,,,
华丽的独秀,Super Junior-M,华丽的挑战 O.S.T,,,,,,,,,,,,,,,
擦心而过(八大戏剧台朱蒙片尾曲、拥抱太阳的月亮片尾曲),陈浩民,I Am / You Are,,,,,,,,,,,,,,,
你不懂,蔡诗芸,黑色彩虹,,,,,,,,,,,,,,,
你怕谁,大嘴巴,流感,,,,,,,,,,,,,,,
祝你旅途愉快,阿超,祝你旅途愉快,,,,,,,,,,,,,,,
感动就不远,范玮琪,感动就不远募款公益单曲,,,,,,,,,,,,,,,
黑色彩虹,蔡诗芸,黑色彩虹,,,,,,,,,,,,,,,
让一让,菲比,魅力菲比,,,,,,,,,,,,,,,
回家,阿乐,时光机,,,,,,,,,,,,,,,
Dance With You,张暄祺,如果可能,,,,,,,,,,,,,,,
你知道这不是爱,蔡诗芸,黑色彩虹,,,,,,,,,,,,,,,
别把爱惊醒,痞子英雄首部曲:全面开战 OST,痞子英雄首部曲:全面开战,,,,,,,,,,,,,,,
许一个愿望,贾静雯,许一个愿望,,,,,,,,,,,,,,,
作对 (电影片头曲),痞子英雄首部曲:全面开战 OST,痞子英雄首部曲:全面开战,,,,,,,,,,,,,,,
梦,Selina,重做一个梦,,,,,,,,,,,,,,,
离爱情有点近,karey天天,天天同名专辑,,,,,,,,,,,,,,,
小太阳的愿望,自由发挥,自由发挥第二弹电影原声带,,,,,,,,,,,,,,,
光芒,任贤齐,神魔.不信邪,,,,,,,,,,,,,,,
上空河马,自由发挥,自由发挥第二弹电影原声带,,,,,,,,,,,,,,,
给天天,karey天天,天天同名专辑,,,,,,,,,,,,,,,
心跳,弦子,逆风的蔷薇,,,,,,,,,,,,,,,
好人卡夫卡,傅宇昊,好的爱,,,,,,,,,,,,,,,
天然气,karey天天,天天同名专辑,,,,,,,,,,,,,,,
家在北极村,陈升,单曲 - 家在北极村,,,,,,,,,,,,,,,
再爱一遍,陈势安,再爱一遍?天后,,,,,,,,,,,,,,,
心里有数,弦子,逆风的蔷薇,,,,,,,,,,,,,,,
好的爱,傅宇昊,好的爱,,,,,,,,,,,,,,,
对折,任贤齐,神魔.不信邪,,,,,,,,,,,,,,,
巴黎草莓,许茹芸,你听见了（我）吗？,,,,,,,,,,,,,,,
仍然,关心妍,仍然·关心妍,,,,,,,,,,,,,,,
伤仲永,林奕匡,林奕匡,,,,,,,,,,,,,,,
倾城之泪,任贤齐,神魔.不信邪,,,,,,,,,,,,,,,
墙纸(live版),容祖儿,Joey &amp; Joey 新城容祖儿音乐会,,,,,,,,,,,,,,,
指挥家(真爱找麻烦 插曲),任贤齐,神魔.不信邪,,,,,,,,,,,,,,,
不习惯喊痛,陈势安,再爱一遍?天后,,,,,,,,,,,,,,,
宝莱情缘,自由发挥,自由发挥第二弹电影原声带,,,,,,,,,,,,,,,
秘密,许茹芸,你听见了（我）吗？,,,,,,,,,,,,,,,
心·洞,陈势安,再爱一遍?天后,,,,,,,,,,,,,,,
Taiwan,刘景庄,Taiwan,,,,,,,,,,,,,,,
嗯嘛！,吴忠明,Dr . Q吴忠明,,,,,,,,,,,,,,,
电司(DANCE),LOLLIPOP@F,电司(DANCE),,,,,,,,,,,,,,,
最最喜欢你,东于哲,最最喜欢 东于哲,,,,,,,,,,,,,,,
天眼通,何超仪,天眼,,,,,,,,,,,,,,,
离开(leave),郭静,我不想忘记你,,,,,,,,,,,,,,,
HIGH,东城卫,Wake Me Up,,,,,,,,,,,,,,,
有你在(手稿之歌演唱版),吴建豪,拜金女王 电视原声带,,,,,,,,,,,,,,,
WAKE ME UP,东城卫,Wake Me Up,,,,,,,,,,,,,,,
花季未了,张信哲,花季未了 百年舞台剧原声大大碟,,,,,,,,,,,,,,,
命定,吴建豪,C&#39;EST LA V,,,,,,,,,,,,,,,
星空恋曲,邓福如,原来如此,,,,,,,,,,,,,,,
伊利亚特,东城卫,Wake Me Up,,,,,,,,,,,,,,,
寂寞暴风雨,青鸟飞鱼,爱上查美乐,,,,,,,,,,,,,,,
有那么难吗,张婧,单曲 - 有那么难吗,,,,,,,,,,,,,,,
唉呀,吴建豪,C&#39;EST LA V,,,,,,,,,,,,,,,
情人的眼泪,玛斯卡乐团,一朵花,,,,,,,,,,,,,,,
说爱就爱,吴建豪,C&#39;EST LA V,,,,,,,,,,,,,,,
双人体操,陈珊妮,I Love You，John,,,,,,,,,,,,,,,
Is This All,吴建豪,拜金女王 电视原声带,,,,,,,,,,,,,,,
一点点喜欢,邓福如,原来如此,,,,,,,,,,,,,,,
Wanna be your love,丁祥威,wanna be your love,,,,,,,,,,,,,,,
外．赖,韦礼安,「两脚书橱的逃亡」演唱会Live,,,,,,,,,,,,,,,
痛了才懂,浪花兄弟,乐酷?概念合辑,,,,,,,,,,,,,,,
"I Love You,John",陈珊妮,I Love You，John,,,,,,,,,,,,,,,
爱没错,廖语晴,爱。现,,,,,,,,,,,,,,,
如果有如果,邓福如,原来如此,,,,,,,,,,,,,,,
爱喔爱,廖语晴,爱。现,,,,,,,,,,,,,,,
不等了,商东茜,俩个商东茜,,,,,,,,,,,,,,,
未填词,邓福如,原来如此,,,,,,,,,,,,,,,
I Need You,艾怡良,Super！I Do！,,,,,,,,,,,,,,,
太完美,Super Junior-M,太完美,,,,,,,,,,,,,,,
瑰宝,浪花兄弟,乐酷?概念合辑,,,,,,,,,,,,,,,
爱的语助词(台湾版《宫》主题曲),商东茜,俩个商东茜,,,,,,,,,,,,,,,
听你说,林凡,犀利人妻幸福秘笈 音乐图文原声带,,,,,,,,,,,,,,,
开往明天的旅行,唐禹哲,开往明天的旅行,,,,,,,,,,,,,,,
给我一杯,余文乐,不是明星,,,,,,,,,,,,,,,
超级偶像,吴海文,Super！I Do！,,,,,,,,,,,,,,,
天地一斗,周杰伦,乐酷?概念合辑,,,,,,,,,,,,,,,
默背你的心碎,余文乐,不是明星,,,,,,,,,,,,,,,
只看见你,炎亚纶,下一个炎亚纶,,,,,,,,,,,,,,,
怎么啦,纪文惠,纪文蕙 首张同名专辑,,,,,,,,,,,,,,,
不是明星,余文乐,不是明星,,,,,,,,,,,,,,,
I Love You,萧贺硕,"Good night, I love you",,,,,,,,,,,,,,,
钢铁人,MISSTER,特先生,,,,,,,,,,,,,,,
Stay,MISSTER,特先生,,,,,,,,,,,,,,,
我不允许我再爱上你,李千娜,李千娜,,,,,,,,,,,,,,,
观众,纪文惠,纪文蕙 首张同名专辑,,,,,,,,,,,,,,,
超级爱人,MISSTER,特先生,,,,,,,,,,,,,,,
醒了,杨千嬅,Ready or Not,,,,,,,,,,,,,,,
换日线,纪文惠,纪文蕙 首张同名专辑,,,,,,,,,,,,,,,
顺其自然,黄小琥,如果能...重来,,,,,,,,,,,,,,,
Bomb Bomb Bomb,MISSTER,特先生,,,,,,,,,,,,,,,
女人三十,杨千嬅,Ready or Not,,,,,,,,,,,,,,,
这样爱你好可怕,林凡,犀利人妻幸福秘笈 音乐图文原声带,,,,,,,,,,,,,,,
世界这么乱,Sigma,SIGMA,,,,,,,,,,,,,,,
后男友,Sigma,SIGMA,,,,,,,,,,,,,,,
永远爱不完,郭富城,永远爱不完,,,,,,,,,,,,,,,
重来,黄小琥,如果能...重来,,,,,,,,,,,,,,,
姐姐,自由发挥,自由发挥同名专辑,,,,,,,,,,,,,,,
爱有你才存在,阿乐,爱有你,,,,,,,,,,,,,,,
泪奔,Sigma,SIGMA,,,,,,,,,,,,,,,
天后,陈势安,天后,,,,,,,,,,,,,,,
告白,自由发挥,自由发挥同名专辑,,,,,,,,,,,,,,,
Sigma,Sigma,SIGMA,,,,,,,,,,,,,,,
梦境二,萧亚轩,潇洒小姐,,,,,,,,,,,,,,,
珍爱舞台(国语新歌演唱会主题曲),刘德华,Unforgettable,,,,,,,,,,,,,,,
藏起来的爱,蔡诗芸,NO NO！,,,,,,,,,,,,,,,
大创作家,大嘴巴,首部曲 精选＋新歌,,,,,,,,,,,,,,,
欢迎光临,自由发挥,自由发挥同名专辑,,,,,,,,,,,,,,,
无名,何韵诗,无名?诗,,,,,,,,,,,,,,,
蓝侬梦,Mr.,滚轴力量,,,,,,,,,,,,,,,
双面女神,萧亚轩,潇洒小姐,,,,,,,,,,,,,,,
临时演员(中天综合台八点档韩剧《灰姑娘的姐姐》片尾曲),怀秋,首部曲 精选＋新歌,,,,,,,,,,,,,,,
昨天的天堂,吴亦帆,昨天的天堂,,,,,,,,,,,,,,,
NoNo!,蔡诗芸,NO NO！,,,,,,,,,,,,,,,
大眼睛,刘德华,Unforgettable,,,,,,,,,,,,,,,
钢铁人,何韵诗,无名?诗,,,,,,,,,,,,,,,
让爱飞起来,萧亚轩,潇洒小姐,,,,,,,,,,,,,,,
巧克力之吻,许哲佩,马戏团1号 EP,,,,,,,,,,,,,,,
百褶裙的夏天,林依晨,美好的旅行,,,,,,,,,,,,,,,
没礼貌,大嘴巴,首部曲 精选＋新歌,,,,,,,,,,,,,,,
狂想曲,萧亚轩,潇洒小姐,,,,,,,,,,,,,,,
错的人,萧亚轩,潇洒小姐,,,,,,,,,,,,,,,
自己回家,郭书瑶,末日前的告白音乐会LIVE全纪录,,,,,,,,,,,,,,,
你有我,林依晨,美好的旅行,,,,,,,,,,,,,,,
潇洒小姐,萧亚轩,潇洒小姐,,,,,,,,,,,,,,,
笑闹人间,苏打绿,十年一刻,,,,,,,,,,,,,,,
美,王力宏,十八般武艺,,,,,,,,,,,,,,,
最后一页,江语晨,恋习,,,,,,,,,,,,,,,
十年一刻,苏打绿,十年一刻,,,,,,,,,,,,,,,
我不相信,陈杰瑞,绝对.杰瑞,,,,,,,,,,,,,,,
伯牙绝弦(恋爱通告 电影主题曲),王力宏,十八般武艺,,,,,,,,,,,,,,,
美好的旅行,林依晨,美好的旅行,,,,,,,,,,,,,,,
那不是爱,江语晨,恋习,,,,,,,,,,,,,,,
幸福不远,郭书瑶,末日前的告白音乐会LIVE全纪录,,,,,,,,,,,,,,,
你不知道的事(电影《恋爱通告》主题曲),王力宏,十八般武艺,,,,,,,,,,,,,,,
Honey,郭书瑶,末日前的告白音乐会LIVE全纪录,,,,,,,,,,,,,,,
为你湿的泪(威尼斯的泪2010新声版),陈杰瑞,绝对.杰瑞,,,,,,,,,,,,,,,
Trade Story,满人,嘻哈世界（The Hip-Hop World）,,,,,,,,,,,,,,,
Fu Good,丁当,Fu Good,,,,,,,,,,,,,,,
柴米油盐酱醋茶,王力宏,十八般武艺,,,,,,,,,,,,,,,
花一开就相爱吧,林依晨,美好的旅行,,,,,,,,,,,,,,,
Summer of Mine,满人,嘻哈世界（The Hip-Hop World）,,,,,,,,,,,,,,,
幸运女神(电影《夏日大作战活动》主题曲),蔡黄汝,幸运女神-初道纪念音乐年历EP,,,,,,,,,,,,,,,
陪你,唐禹哲,D1秒,,,,,,,,,,,,,,,
洋葱,丁当,Fu Good,,,,,,,,,,,,,,,
够爱,东城卫,东城卫,,,,,,,,,,,,,,,
河流.午后.我经过,南拳妈妈,决斗巴哈,,,,,,,,,,,,,,,
放过你自己吧,唐禹哲,D1秒,,,,,,,,,,,,,,,
爱你.离开你,南拳妈妈,决斗巴哈,,,,,,,,,,,,,,,
童话(live版),萧敬腾,洛克先生Mr.Rock演唱会 Live纪实,,,,,,,,,,,,,,,
香水,何润东,完美情人,,,,,,,,,,,,,,,
决斗巴哈,南拳妈妈,决斗巴哈,,,,,,,,,,,,,,,
灰色河堤,唐禹哲,D1秒,,,,,,,,,,,,,,,
我记得我爱过(泡沫之夏主题曲),何润东,完美情人,,,,,,,,,,,,,,,
I&#39;m Back,唐禹哲,D1秒,,,,,,,,,,,,,,,
爱情躲避球,任贤齐,任贤齐创作集 音乐旅行者,,,,,,,,,,,,,,,
变色龙,彭于晏,非爱不可 (最爱影音版),,,,,,,,,,,,,,,
偏食,杨丞琳,异想天开 新歌+精选,,,,,,,,,,,,,,,
黑色月亮,杨丞琳,异想天开 新歌+精选,,,,,,,,,,,,,,,
为什么要在一起,罗志祥,罗生门（舞法舞天3D影音典藏版）,,,,,,,,,,,,,,,
转角的夏天,彭于晏,非爱不可 (最爱影音版),,,,,,,,,,,,,,,
有你陪我,Circus,GO! Circus热血高校,,,,,,,,,,,,,,,
月光下,江美琪,房间,,,,,,,,,,,,,,,
恋爱小动作 粉红色恋曲,Dance Flow,df 1,,,,,,,,,,,,,,,
传奇 [2010深情再版],李健,音乐傲骨(传奇珍藏版),,,,,,,,,,,,,,,
非爱不可,彭于晏,非爱不可 (最爱影音版),,,,,,,,,,,,,,,
异想天开,杨丞琳,异想天开 新歌+精选,,,,,,,,,,,,,,,
天真,弦子,天真,,,,,,,,,,,,,,,
感动每一刻(2010上海世博会新加坡馆主题曲),孙燕姿,世博会倒计时一周年纪念歌曲,,,,,,,,,,,,,,,
你是你的,弦子,天真,,,,,,,,,,,,,,,
Come on! Come on! 绿色活力,Dance Flow,df 1,,,,,,,,,,,,,,,
绝对达令,杨丞琳,异想天开 新歌+精选,,,,,,,,,,,,,,,
你是我的OK绷,周杰伦,浪花兄弟,,,,,,,,,,,,,,,
达令我爱你,黄品源,双鱼的责任(试听版),,,,,,,,,,,,,,,
太阳升起,浪花兄弟,浪花兄弟,,,,,,,,,,,,,,,
美梦,李玟,CoCo的东西（2010美梦限定版）,,,,,,,,,,,,,,,
想你就写信,浪花兄弟,浪花兄弟,,,,,,,,,,,,,,,
舞法舞天(2010年3D立体世界巡回演唱会主题曲),罗志祥,罗生门（舞法舞天3D影音典藏版）,,,,,,,,,,,,,,,
双鱼的责任,黄品源,双鱼的责任(试听版),,,,,,,,,,,,,,,
没什么好怕,阿杜,没什么好怕,,,,,,,,,,,,,,,
我知道你们都在笑我,Circus,GO! Circus热血高校,,,,,,,,,,,,,,,
爱不单行,罗志祥,罗生门（舞法舞天3D影音典藏版）,,,,,,,,,,,,,,,
Mr．Why,刘子千,MR．Why,,,,,,,,,,,,,,,
青春斗,杨丞琳,Rainie &amp; Love…? 雨爱,,,,,,,,,,,,,,,
现在我很幸褔,A-Lin,"以前, 以后",,,,,,,,,,,,,,,
听见牛在哭,阿杜,没什么好怕,,,,,,,,,,,,,,,
勇者之歌,波丽士大人,波丽士大人 电视原声带,,,,,,,,,,,,,,,
开窍,A-Lin,"以前, 以后",,,,,,,,,,,,,,,
匿名的好友(海派甜心插曲),杨丞琳,Rainie &amp; Love…? 雨爱,,,,,,,,,,,,,,,
怕黑,言承旭,我的秘密情人: 言承旭 (新歌+精选),,,,,,,,,,,,,,,
兜兜风,林绫,真爱的旅行,,,,,,,,,,,,,,,
58度寂寞,符琼音,Chic,,,,,,,,,,,,,,,
分手需要练习的,A-Lin,"以前, 以后",,,,,,,,,,,,,,,
In Your Eyes (feat. 罗志祥),杨丞琳,Rainie &amp; Love…? 雨爱,,,,,,,,,,,,,,,
占据,刘子千,MR．Why,,,,,,,,,,,,,,,
Rock It,大嘴巴,首部曲 精选＋新歌,,,,,,,,,,,,,,,
以前，以后,A-Lin,"以前, 以后",,,,,,,,,,,,,,,
雨爱(偶像剧《海派甜心》片尾曲),杨丞琳,Rainie &amp; Love…? 雨爱,,,,,,,,,,,,,,,
在我身边(日文版),林绫,真爱的旅行,,,,,,,,,,,,,,,
印伦情人,小旺福,旺福爱你,,,,,,,,,,,,,,,
真爱的旅行,林绫,真爱的旅行,,,,,,,,,,,,,,,
咖啡恋曲,小旺福,旺福爱你,,,,,,,,,,,,,,,
爱有什么不好,小旺福,旺福爱你,,,,,,,,,,,,,,,
到了明天,Super Junior-M,Super Girl (Version A),,,,,,,,,,,,,,,
雨后天空,袁咏琳,同名专辑Cindy,,,,,,,,,,,,,,,
WOW (feat. 罗志祥),萧亚轩,钻石糖(冠军庆功双囍限量版),,,,,,,,,,,,,,,
很旅行的爱情,袁咏琳,同名专辑Cindy,,,,,,,,,,,,,,,
美丽的日子,王心凌,美丽的日子 新歌+精选,,,,,,,,,,,,,,,
流浪者之路,1976,不合时宜,,,,,,,,,,,,,,,
夏夕夏景,小旺福,旺福爱你,,,,,,,,,,,,,,,
真相大白,卓文萱,命中注定最犀利 影视主题曲大合辑,,,,,,,,,,,,,,,
暗示,方炯镔,坏人情歌：遗憾,,,,,,,,,,,,,,,
我太傻,陶喆,六九乐章,,,,,,,,,,,,,,,
画沙,袁咏琳,同名专辑Cindy,,,,,,,,,,,,,,,
彩色party,郑元畅,畅一首歌 EP,,,,,,,,,,,,,,,
偏见(live版),蔡依林,单身情歌．万人舞台：越慢越美丽慢歌演唱会,,,,,,,,,,,,,,,
不爱．请闪开,萧亚轩,钻石糖(冠军庆功双囍限量版),,,,,,,,,,,,,,,
遗憾(来不及的爱插曲),方炯镔,坏人情歌：遗憾,,,,,,,,,,,,,,,
Super Girl,Super Junior-M,Super Girl (Version A),,,,,,,,,,,,,,,
近未来(live版),苏打绿,日光狂热遗珠之憾,,,,,,,,,,,,,,,
他夏了夏天(live版),苏打绿,十年一刻,,,,,,,,,,,,,,,
不死心,郑元畅,畅一首歌 EP,,,,,,,,,,,,,,,
你的歌,陶喆,六九乐章,,,,,,,,,,,,,,,
畅一首歌,郑元畅,畅一首歌 EP,,,,,,,,,,,,,,,
彩虹,张惠妹,意识专辑(感官升级版),,,,,,,,,,,,,,,
狂热(live版),苏打绿,十年一刻,,,,,,,,,,,,,,,
接近无限的蓝,林依晨,幸福遇见,,,,,,,,,,,,,,,
暗恋,陶喆,六九乐章,,,,,,,,,,,,,,,
开门见山,张惠妹,阿密特,,,,,,,,,,,,,,,
哭出来,COLOR（彩色拼涂）,CoLor 首张全创作专辑,,,,,,,,,,,,,,,
火鸟功,陶喆,六九乐章,,,,,,,,,,,,,,,
流转,李玟,CoCo的东西East to West,,,,,,,,,,,,,,,
大小姐,潘恩蓓,很想你,,,,,,,,,,,,,,,
美丽的主题曲,李玟,CoCo的东西East to West,,,,,,,,,,,,,,,
掉了,张惠妹,阿密特,,,,,,,,,,,,,,,
Carrie,李韦,爱在都会巷弄间,,,,,,,,,,,,,,,
依靠,林依晨,幸福遇见,,,,,,,,,,,,,,,
红豆,方大同,可啦思刻,,,,,,,,,,,,,,,
相爱后动物感伤,张惠妹,阿密特,,,,,,,,,,,,,,,
Party Time,李玟,CoCo的东西East to West,,,,,,,,,,,,,,,
嬉戏之后,苏打绿,春?日光,,,,,,,,,,,,,,,
Come To Me,林依晨,幸福遇见,,,,,,,,,,,,,,,
千人迷,景行厅男孩,千人迷,,,,,,,,,,,,,,,
24小时疯狂(女王不下班插曲),陈乃荣,Paradise (乃粉独享召唤兽珍藏版),,,,,,,,,,,,,,,
梦田,S.H.E,爱的3温暖,,,,,,,,,,,,,,,
垃圾风暴,物乐团,垃圾风暴,,,,,,,,,,,,,,,
萤火虫,林依晨,幸福遇见,,,,,,,,,,,,,,,
黑吃黑,张惠妹,阿密特,,,,,,,,,,,,,,,
放肆(live版),五月天,创造：小巨蛋DNALIVE！,,,,,,,,,,,,,,,
甜蜜花园,林依晨,幸福遇见,,,,,,,,,,,,,,,
如果…如果…,许志安,歌人,,,,,,,,,,,,,,,
分生,张惠妹,阿密特,,,,,,,,,,,,,,,
寂寞先生,曹格,跨年演唱会2012-2013 华语篇1,,,,,,,,,,,,,,,
出乎意料,高以爱,Alisa高以爱 同名专辑,,,,,,,,,,,,,,,
Rock Your Body,高以爱,Alisa高以爱 同名专辑,,,,,,,,,,,,,,,
交响梦,苏打绿,春?日光,,,,,,,,,,,,,,,
把心拉近,吴克羣,把心拉近,,,,,,,,,,,,,,,
Be With You,Akon,Promo Only Mainstream Radio June 2009,,,,,,,,,,,,,,,
气管炎,任贤齐,齐待,,,,,,,,,,,,,,,
良药苦口,任贤齐,齐待,,,,,,,,,,,,,,,
小心愿(强辩之[终极三国]三团鼎立SUPER大斗阵主题曲),强辩乐团,强辩之《终极三国》团鼎立SUPER大斗阵,,,,,,,,,,,,,,,
可不可以爱我,卢学睿,可不可以爱我,,,,,,,,,,,,,,,
Tikiville(中文版),王若琳,Joanna ＆ 王若琳,,,,,,,,,,,,,,,
Tikiville,王若琳,Joanna ＆ 王若琳,,,,,,,,,,,,,,,
夜访吸血鬼,五月天,后青春期的诗,,,,,,,,,,,,,,,
Kiss Me Now,唐禹哲,D新引力,,,,,,,,,,,,,,,
I Do,刘德华,希望.爱,,,,,,,,,,,,,,,
Da Now一场,大嘴巴,王元口力口(升级盘),,,,,,,,,,,,,,,
黑洞里,方大同,橙月,,,,,,,,,,,,,,,
最温柔的悬念,唐禹哲,D新引力,,,,,,,,,,,,,,,
情歌(败犬女王插曲),梁静茹,靜茹 &amp; 情歌 別再為他流淚 ( 情人禮盒版),,,,,,,,,,,,,,,
三人游,方大同,橙月,,,,,,,,,,,,,,,
再爱我好吗,何润东,完美情人,,,,,,,,,,,,,,,
如烟,五月天,后青春期的诗,,,,,,,,,,,,,,,
没有如果 (feat. 严爵)(败犬女王主题曲),梁静茹,靜茹 &amp; 情歌 別再為他流淚 ( 情人禮盒版),,,,,,,,,,,,,,,
新歌,唐禹哲,D新引力,,,,,,,,,,,,,,,
黑白,方大同,橙月,,,,,,,,,,,,,,,
恋爱登场,冰淇淋少女组,1st 最棒！,,,,,,,,,,,,,,,
情报,唐禹哲,D新引力,,,,,,,,,,,,,,,
给．爱人,萧敬腾,给．爱人(AVEP),,,,,,,,,,,,,,,
小小虫,方大同,橙月,,,,,,,,,,,,,,,
PK (feat. 曹格),梁静茹,靜茹 &amp; 情歌 別再為他流淚 ( 情人禮盒版),,,,,,,,,,,,,,,
回忆的圣诞节,JS,The JS Moments(JS的创作故事集),,,,,,,,,,,,,,,
叶子,庾澄庆,Lady’s  night,,,,,,,,,,,,,,,
永远在身边(青山黛玛【留在我身边】的中文版翻唱),大嘴巴,王元口力口(升级盘),,,,,,,,,,,,,,,
国境之南,范逸臣,海角七号 (爱恋情书音乐专辑),,,,,,,,,,,,,,,
喜欢一个人的心情,江语晨,晴天娃娃,,,,,,,,,,,,,,,
咬字,何维健,新生何维健,,,,,,,,,,,,,,,
