歌曲id,歌曲名,歌手名,,,,,,,
626248 ,Lydia,飞儿乐团,,,,,,,
1228205 ,Every Breath You Take,The Police,,,,,,,
298247 ,大花轿,火风,,,,,,,
7384455 ,Back To December,Taylor Swift,,,,,,,
119384844 ,Kelly,萧敬腾,,,,,,,
84976351 ,猫叫 老鼠惨叫声,佚名,,,,,,,
2087941 ,观世音菩萨发愿偈.大悲咒,齐豫,,,,,,,
65602384 ,三百六十五里路,塔斯肯,,,,,,,
19287507 ,归(兄弟),龙井说唱,,,,,,,
31627269 ,世外桃源,许巍,,,,,,,
1017588 ,爱的主打歌,萧亚轩,,,,,,,
84927409 ,最好听的钢琴曲,"轻音乐,钢琴曲",,,,,,,
11276181 ,喜欢寂寞,苏打绿,,,,,,,
5908339 ,听说,刘若英,,,,,,,
124021047 ,x-x/x!x./xx-x0x.x-(x-,乌兰托娅,,,,,,,
1125139 ,青石的街道向晚,范宗沛,,,,,,,
23572821 ,你的背包,陈奕迅,,,,,,,
2057727 ,追梦人,高胜美,,,,,,,
106268018 ,? ??,文明真,,,,,,,
108498938 ,Something,Girl's Day,,,,,,,
7279415 ,好心分手,卢巧音,,,,,,,
1038383 ,Girlfriend,Avril Lavigne,,,,,,,
23145452 ,Hall Of Fame,"The Script,will.i.am",,,,,,,
601360 ,我期待,张雨生,,,,,,,
638006 ,一个人的天荒地老,张宇,,,,,,,
386615 ,蜀绣,李宇春,,,,,,,
14953124 ,极速,爱乐团,,,,,,,
17746341 ,梦中的婚礼(MARIAGE D' AMOUR),纯音乐,,,,,,,
107544716 ,锦鲤抄,银临,,,,,,,
248396 ,情书,张学友,,,,,,,
3451498 ,搁浅,周杰伦,,,,,,,
553565 ,风往北吹,孙楠,,,,,,,
114439016 ,?? ?? ??? (像今天这样的眼泪),许阁,,,,,,,
10325085 ,预谋,代理仁,,,,,,,
34168304 ,断桥离情,姚贝娜,,,,,,,
408733 ,牡丹之歌,蒋大为,,,,,,,
1011142 ,半糖主义,S.H.E,,,,,,,
5687556 ,走过咖啡屋,千百惠,,,,,,,
107665130 ,你是我的眼,小臭臭,,,,,,,
2053131 ,草原夜色美,德德玛,,,,,,,
87969214 ,We Can't Stop,Miley Cyrus,,,,,,,
479520 ,明月千里寄相思,蔡琴,,,,,,,
88416466 ,万万没想到,白客,,,,,,,
353261 ,坚持到底,阿杜,,,,,,,
539726 ,我想我是海,黄磊,,,,,,,
14910221 ,爱你在心口难开,凤飞飞,,,,,,,
2464324 ,我是真的爱你,张信哲,,,,,,,
1135958 ,军港之夜,苏小明,,,,,,,
6169829 ,未成年,本兮,,,,,,,
19026298 ,东方红,王二妮,,,,,,,
23226263 ,遇上你是我的缘,阿鲁阿卓,,,,,,,
414810 ,我恋爱了,张韶涵,,,,,,,
232769 ,爱不释手,李丽芬,,,,,,,
87601042 ,光阴的故事,蘑菇兄弟,,,,,,,
105945132 ,矛盾,田馥甄,,,,,,,
14895728 ,忘不了曾经的你,"高安,郭玲",,,,,,,
274085 ,七里香,周杰伦,,,,,,,
116966026 ,天气先生 (iTunes Session),方大同,,,,,,,
25446541 ,为你等待,次仁央宗,,,,,,,
505762 ,Better Together,Jack Johnson,,,,,,,
227091 ,站台2010,杨坤,,,,,,,
222940 ,落叶归根,王力宏,,,,,,,
107137686 ,土豪我们做朋友,"王麟,Dj Alex.x",,,,,,,
73913179 ,满·月已霜,NULL,,,,,,,
477982 ,为了谁,"祖海,佟铁鑫",,,,,,,
1777379 ,擦肩而过,宇桐非,,,,,,,
106268015 ,Story,朴信惠,,,,,,,
10546881 ,我不会喜欢你,陈柏霖,,,,,,,
972644 ,走路去纽约,陶晶莹,,,,,,,
606861 ,我和草原有个约定,乌兰托娅,,,,,,,
2191089 ,Dangerous,Michael Jackson,,,,,,,
19075462 ,蜗牛的家(选自D大调哈夫纳小夜曲),莫扎特,,,,,,,
20362922 ,凤舞九天,DJ,,,,,,,
14380454 ,嘟啊嘟啊,DJ,,,,,,,
71285444 ,红尘笑我，我笑红尘,"郑源,郑东",,,,,,,
14569907 ,好想大声叫喜欢你,灌篮高手,,,,,,,
1430590 ,葬花吟,龚玥,,,,,,,
2010954984 ,王铮亮 - 时间都去哪了,NULL,,,,,,,
13609075 ,人在江湖漂,小沈阳,,,,,,,
121256254 ,这样你还要爱我吗,张惠妹,,,,,,,
114909440 ,美之见,蔡妍,,,,,,,
451670 ,大悲咒,龚玥,,,,,,,
7288936 ,梦一场,那英,,,,,,,
1063440 ,广岛之恋,"张洪量,莫文蔚",,,,,,,
40453116 ,女人们你们听好,MC天佑,,,,,,,
13736188 ,十面埋伏,陈奕迅,,,,,,,
14739101 ,我们结婚吧,"金莎,刘佳",,,,,,,
772838 ,传奇,凤凰传奇,,,,,,,
27857088 ,回来,梁博,,,,,,,
88582809 ,可不可以不勇敢,"范玮琪,曾静玟",,,,,,,
120951654 ,爱情那么傻,品冠,,,,,,,
35369850 ,一定要幸福,杨幂,,,,,,,
1396886 ,浪子心声,许冠杰,,,,,,,
32996764 ,妈咪妈咪,王绎龙,,,,,,,
10494295 ,两只老虎,小蓓蕾组合,,,,,,,
225406 ,Forever Love,王力宏,,,,,,,
14963371 ,求求你给点力,于玄子,,,,,,,
453034 ,在他乡,水木年华,,,,,,,
15418363 ,花心传说,"龙梅子,老猫",,,,,,,
85783298 ,小燕子 - 儿歌大全,儿童歌曲,,,,,,,
2131180 ,她来听我的演唱会,张学友,,,,,,,
732351 ,让我取暖,"王力宏,彭羚",,,,,,,
12272158 ,其实我很在乎你,谢容儿,,,,,,,
85330857 ,雨的印记,"伤感,背景音乐",,,,,,,
2080300 ,差不多先生,Mc Hotdog,,,,,,,
293728 ,有你的快乐,王若琳,,,,,,,
302473 ,旅行,许巍,,,,,,,
1217853 ,孤星泪,刘德华,,,,,,,
758101 ,原点,"蔡健雅,孙燕姿",,,,,,,
13840040 ,下定决心忘记你,大哲,,,,,,,
490468 ,独角戏,许茹芸,,,,,,,
14845471 ,Better Me,薛凯琪,,,,,,,
87600761 ,忘了我是谁,塔斯肯,,,,,,,
65602103 ,阿里山的姑娘,玖月奇迹,,,,,,,
929477 ,分飞,徐怀钰,,,,,,,
10287936 ,想你零点零一分,张靓颖,,,,,,,
903060 ,大哥,柯受良,,,,,,,
1103000 ,火,张惠妹,,,,,,,
2060656 ,摇篮曲,黑鸭子,,,,,,,
64328312 ,草原一枝花,乌兰图雅,,,,,,,
121939430 ,BACK SEAT,JYJ,,,,,,,
285454 ,一个人的精彩,萧亚轩,,,,,,,
1425604 ,当爱已成往事,张国荣,,,,,,,
1014948 ,祈祷,"王杰,王韵婵",,,,,,,
5719426 ,蒙古新娘,乌兰托娅,,,,,,,
61235581 ,爱在深秋,谭咏麟,,,,,,,
463946 ,忠孝东路走九遍,动力火车,,,,,,,
217412 ,潇湘雨,胡彦斌,,,,,,,
813851 ,无赖,郑中基,,,,,,,
18937574 ,黑暗中的舞者(蒙语),代青塔娜,,,,,,,
440614 ,Any Man Of Mine,Shania Twain,,,,,,,
294951 ,真实,张惠妹,,,,,,,
122314356 ,唤醒时空,羽泉,,,,,,,
528820 ,Telephone,Lady Gaga,,,,,,,
115127045 ,中国山,钟汉良,,,,,,,
16022187 ,男儿当自强,成龙,,,,,,,
2073779 ,一个人生活,林凡,,,,,,,
123326014 ,只得一生,罗大佑,,,,,,,
1136168 ,旧日足迹,Beyond,,,,,,,
13987882 ,大悲咒,索南仁波切,,,,,,,
38552688 ,大地,羽泉,,,,,,,
1018254 ,Ballade No.2 In B Minor 第二号叙事曲,Maksim,,,,,,,
263771 ,你的眼神,蔡琴,,,,,,,
545859 ,姑娘我爱你,降央卓玛,,,,,,,
402984 ,够爱,"东城卫,a Chord",,,,,,,
70583710 ,违章动物,许嵩,,,,,,,
223097 ,原谅我一次,欢子,,,,,,,
16564184 ,哥哥妹妹,"门丽,胡小宝",,,,,,,
291116 ,何日君再来,邓丽君,,,,,,,
541244 ,Heart And Soul,Kenny G,,,,,,,
354330 ,彩虹,周杰伦,,,,,,,
18596582 ,独一无二,李贞贤,,,,,,,
83594602 ,他和她,回音哥,,,,,,,
86717898 ,把握,姚贝娜,,,,,,,
306194 ,真心真意过一生,叶倩文,,,,,,,
2078065 ,都怪我,刘德华,,,,,,,
537671 ,谁在意我流下的泪,蒋雪儿,,,,,,,
119668867 ,Fear Not This Night,吉克隽逸,,,,,,,
87600739 ,三天三夜,刘雅婷,,,,,,,
45324546 ,Get Lucky,"Daft Punk,Pharrell Williams",,,,,,,
114433056 ,I Love You,Just,,,,,,,
70432729 ,我在这,张杰,,,,,,,
40343638 ,幸福不是情歌,刘若英,,,,,,,
85844652 ,口是心非,"萧敬腾,唐一嘉",,,,,,,
28696449 ,Beyond The Game,游戏原声,,,,,,,
2099451 ,大约在冬季,齐秦,,,,,,,
109030534 ,回家的路,"曾一鸣,尹熙水,金贵晟",,,,,,,
7280547 ,迷宫,王若琳,,,,,,,
1345976 ,Dreaming In The Moonlight 梦于月光中,Bandari,,,,,,,
72092293 ,我相信,吴莫愁,,,,,,,
2582994 ,Moonlight Shadow,Dana Winner,,,,,,,
122082531 ,?? (Happiness),Red Velvet,,,,,,,
7282227 ,真的好想你,费玉清,,,,,,,
412760 ,秋天的玫瑰,陈瑞,,,,,,,
109837609 ,伤,项亚蕻,,,,,,,
7323637 ,星语心愿,张柏芝,,,,,,,
45952989 ,董小姐,宋冬野,,,,,,,
31336096 ,抽身,"冷漠,王雅洁",,,,,,,
919984 ,除了你,韩宝仪,,,,,,,
12539808 ,感谢妈妈,"高安,乌兰托娅",,,,,,,
12282730 ,玛尼情歌,上官红燕,,,,,,,
119160540 ,圆梦,平安,,,,,,,
1128007 ,彩虹背后,海鸣威,,,,,,,
27853864 ,鸿雁,范海荣,,,,,,,
20721392 ,贼拉拉的爱你,谢丹,,,,,,,
1010059 ,勇敢,张惠妹,,,,,,,
109837596 ,鸟人,乌拉多恩,,,,,,,
2063830 ,爱你一万年,韩宝仪,,,,,,,
87849349 ,星空,五月天,,,,,,,
20764932 ,和你一样,李宇春,,,,,,,
347697 ,我的心太乱,周传雄,,,,,,,
84925583 ,女人不需要性感不是骚,"DJ,网络歌手,MC",,,,,,,
18161641 ,西瓜太郎,DJ小可,,,,,,,
757728 ,军中绿花,龚玥,,,,,,,
7573751 ,Can You Feel The Love Tonight,Elton John,,,,,,,
521622 ,我们的纪念日,范玮琪,,,,,,,
53015197 ,我爱你塞北的雪,降央卓玛,,,,,,,
5960300 ,年轻的战场,张杰,,,,,,,
250038 ,暧昧,王菲,,,,,,,
1496420 ,别在伤口洒盐,张惠妹,,,,,,,
104927532 ,不醉不会,田馥甄,,,,,,,
34158159 ,矜持,杨宗纬,,,,,,,
5835858 ,风吹麦浪,叶一茜,,,,,,,
13611648 ,红玫瑰DJ版,大哲,,,,,,,
54426273 ,烛光里的妈妈,毛阿敏,,,,,,,
211288 ,蝶儿蝶儿满天飞,高胜美,,,,,,,
2464332 ,爱如潮水,张信哲,,,,,,,
7325038 ,漫步人生路(粤),邓丽君,,,,,,,
65545699 ,斯德哥尔摩情人,陈奕迅,,,,,,,
24590817 ,相亲相爱,"孙楠,张惠妹,陈慧琳,古卓文",,,,,,,
1991582 ,渡情,"左宏元,张慧清",,,,,,,
23476359 ,再不疯狂我们就老了,李宇春,,,,,,,
84761435 ,拿出你的情，抓住你的爱,皆大欢喜,,,,,,,
64390435 ,阿弥陀佛,白玛多吉,,,,,,,
327268 ,为你我受冷风吹,林忆莲,,,,,,,
2128423 ,好男人,张镐哲,,,,,,,
2654600 ,Right Here Waiting,Richard Marx,,,,,,,
334180 ,我爱他,丁当,,,,,,,
114941324 ,爱你,G.E.M. 邓紫棋,,,,,,,
2072638 ,爱上一个不回家的人,林忆莲,,,,,,,
121913033 ,你还记得吗,权振东,,,,,,,
2710496 ,Tell Me Why,"Declan Galbraith,The Young Voices Choir",,,,,,,
8092138 ,回家,王杰,,,,,,,
116227571 ,烟花易冷 (京剧版),霍尊,,,,,,,
1062231 ,当你孤单你会想起谁,张栋梁,,,,,,,
1119225 ,喂喂,周笔畅,,,,,,,
844445 ,梦醒时分,陈淑桦,,,,,,,
7294126 ,一生何求,陈百强,,,,,,,
27853394 ,山沟沟,金志文,,,,,,,
1180764 ,太多Ii,陈冠蒲,,,,,,,
255013 ,吉祥如意,凤凰传奇,,,,,,,
10395411 ,Keep Walking or I'll Kill You,Agnes Kain,,,,,,,
2103656 ,我爱的人,林宥嘉,,,,,,,
263657 ,天天想你,张雨生,,,,,,,
18113174 ,千年泪,董贞,,,,,,,
18797183 ,The Truth That You Leave,pianoboy,,,,,,,
431650 ,兰花草,卓依婷,,,,,,,
227595 ,杀手,林俊杰,,,,,,,
18826001 ,What Are Words,Chris Medina,,,,,,,
33895490 ,时间长了受不了,庄心妍,,,,,,,
240700 ,你是我的玫瑰花,庞龙,,,,,,,
788024 ,你是我今生最爱的女孩,孙露,,,,,,,
23444580 ,听说爱情回来过,杨宗纬,,,,,,,
5442955 ,邻家美眉,王绎龙,,,,,,,
16271793 ,Only One,宝儿,,,,,,,
1518793 ,不值得,梦飞船,,,,,,,
85800634 ,懂事,侯磊,,,,,,,
89103786 ,Face The Sun,James Blunt,,,,,,,
18656528 ,恍若如梦(新曲),石进,,,,,,,
121323181 ,纸心脏 (?? ??)(Paper Heart),f(x),,,,,,,
117189234 ,如果缘只到遇见,严艺丹,,,,,,,
7350598 ,一起走过的日子,刘德华,,,,,,,
14851005 ,What Have U Done,G.E.M.邓紫棋,,,,,,,
120016590 ,雪人,张玮,,,,,,,
7905047 ,The Rose,Westlife,,,,,,,
121576537 ,我是我的,张靓颖,,,,,,,
479282 ,别怕我伤心,张信哲,,,,,,,
33794829 ,其实我还好,俞灏明,,,,,,,
7993796 ,Lemon Tree,Fool S Garden,,,,,,,
426700 ,幸福万年长,汤灿,,,,,,,
119387835 ,Run,EXO-K,,,,,,,
2103891 ,爱与不爱,韩晶,,,,,,,
226208 ,狮子座,曾轶可,,,,,,,
1243932 ,星星,Vitas,,,,,,,
1036671 ,矜持,王菲,,,,,,,
2104736 ,窗外,李琛,,,,,,,
2006786978 ,杨坤-空城,NULL,,,,,,,
48335552 ,骨子里的我,李代沫,,,,,,,
10409748 ,疯狂爱爱爱,"慕容晓晓,办桌二人组",,,,,,,
365404 ,那年夏天宁静的海,王心凌,,,,,,,
19108509 ,正在输入,单小源,,,,,,,
34182409 ,给我你的爱,"张杰,林宥嘉",,,,,,,
27852561 ,假行僧,张赫宣,,,,,,,
10395375 ,阳光照进回忆里,逃跑计划,,,,,,,
7676008 ,In The End (Album Version),Linkin Park,,,,,,,
1656933 ,美了美了,汤潮,,,,,,,
309571 ,爱的代价,李宗盛,,,,,,,
1982842 ,无尽的爱,"成龙,金喜善",,,,,,,
920557 ,受了点伤,阿桑,,,,,,,
53795059 ,We Are Electric,Flying Steps,,,,,,,
580824 ,伤了你的心的我伤心,孟庭苇,,,,,,,
1097904 ,从头再来,刘欢,,,,,,,
10493859 ,送别,小蓓蕾组合,,,,,,,
235152 ,迟来的爱,李茂山,,,,,,,
7313946 ,夜来香,邓丽君,,,,,,,
2002372 ,渡情,"高胜美,左宏元",,,,,,,
1060099 ,忘情水,刘德华,,,,,,,
5070467 ,想自由,林宥嘉,,,,,,,
16542584 ,Hot  Summer,f(x),,,,,,,
1663902 ,做你的男人,张信哲,,,,,,,
428726 ,What A Wonderful World,Louis Armstrong,,,,,,,
10503588 ,我有一段情,罗百吉,,,,,,,
65720080 ,当时的月亮,"侯磊,丁克森",,,,,,,
110054446 ,再见(??),孝琳(Sistar),,,,,,,
28748595 ,尘埃,魏晨,,,,,,,
108767767 ,???,K.Will,,,,,,,
267067 ,火烧的寂寞,信,,,,,,,
123936844 ,月弯弯,李炜,,,,,,,
237950 ,黑白配,范玮琪,,,,,,,
13989891 ,天空之城,游学志,,,,,,,
64572915 ,预谋 - 许佳慧  cash djmcq remix 女club,DJ,,,,,,,
122102630 ,你来的声音 (韩文版),朴施厚,,,,,,,
18265030 ,会过去的,梁静茹,,,,,,,
410010 ,Sunshine Girl,moumoon,,,,,,,
10494911 ,蜗牛,小蓓蕾组合,,,,,,,
27845494 ,放歌大草原,乌兰托娅,,,,,,,
120918282 ,万花瞳,蔡依林,,,,,,,
316106 ,奔跑,"黄征,羽泉",,,,,,,
33343630 ,你若安好 便是晴天,杨钰莹,,,,,,,
1372042 ,摩天轮,"罗百吉,宝贝",,,,,,,
110316903 ,画(live版),赵雷,,,,,,,
120997681 ,机器灵 砍菜刀,张卫,,,,,,,
18015635 ,献给爱丽丝,理查德·克莱德曼,,,,,,,
10420350 ,Lemon Tree,王若琳,,,,,,,
1087207 ,First Love,宇多田光,,,,,,,
108497798 ,i remember the,颜培珊,,,,,,,
84940747 ,卡萨布兰卡,英文经典老歌,,,,,,,
87601058 ,The Best,苏梦玫,,,,,,,
7316571 ,喜帖街,谢安琪,,,,,,,
119387844 ,Love Love Love,EXO-K,,,,,,,
238440 ,好聚好散,郑源,,,,,,,
9127783 ,飘雪,韩雪,,,,,,,
970027 ,I Wanna Be With You,Backstreet Boys,,,,,,,
99427644 ,Loved Me Back To Life,Céline Dion,,,,,,,
18656874 ,雨葵,石进,,,,,,,
16453577 ,等待,韩磊,,,,,,,
34188722 ,多情伤离别,"高安,司徒兰芳",,,,,,,
7320398 ,味道,张学友,,,,,,,
14959102 ,我们说好的,张靓颖,,,,,,,
252659 ,Venus,孙燕姿,,,,,,,
2064094 ,青藏高原,韩红,,,,,,,
3466305 ,As I Moved On,Blue Foundation,,,,,,,
609984 ,风再起时,张国荣,,,,,,,
1484933 ,康美之恋,谭晶,,,,,,,
118978236 ,战放,本兮,,,,,,,
1013813 ,当兵的历史,谭晶,,,,,,,
1292806 ,Making Love Out Of Nothing At All,Air Supply,,,,,,,
7318348 ,爱的箴言,邓丽君,,,,,,,
245961 ,不要对他说,张信哲,,,,,,,
107814443 ,老子明天不上班,佚名,,,,,,,
34201075 ,了结,董贞,,,,,,,
1306630 ,最后一次,薛晓枫,,,,,,,
58930161 ,Dreaming,金秀贤,,,,,,,
1991006 ,随心所欲,罗琦,,,,,,,
87857588 ,阳光下的我们,曲婉婷,,,,,,,
956172 ,把根留住,童安格,,,,,,,
7142430 ,重来,黄小琥,,,,,,,
121553614 ,泥人情歌,"韩岚,薛晓枫",,,,,,,
431807 ,生日快乐,卓依婷,,,,,,,
244341 ,第一天,"孙燕姿,五月天",,,,,,,
7281732 ,你瞒我瞒,陈柏宇,,,,,,,
7320366 ,眼泪,张学友,,,,,,,
23263778 ,往事只能回味,龙飘飘,,,,,,,
7478534 ,Love The Way You Lie (Part Ii),"Rihanna,Eminem",,,,,,,
341541 ,空白格,蔡健雅,,,,,,,
33949609 ,等待,黄绮珊,,,,,,,
109068470 ,你偷走了我的心,祁隆,,,,,,,
3491977 ,铁血丹心,"罗文,甄妮",,,,,,,
1006402 ,浪子心声,刘德华,,,,,,,
1116611 ,你的眼睛背叛你的心,郑中基,,,,,,,
27852521 ,征服,"那英,梁博,张玮,多亮,张赫宣",,,,,,,
1724457 ,New Divide,Linkin Park,,,,,,,
1546857 ,彩云追月,龚玥,,,,,,,
1452749 ,爱在记忆中找你,林峯,,,,,,,
5678112 ,Luv Letter,DJ OKAWARI,,,,,,,
14468800 ,最美的歌儿唱给妈妈,蒋大为,,,,,,,
93714633 ,Give You What You Like,Avril Lavigne,,,,,,,
884878 ,波斯猫,S.H.E,,,,,,,
390965 ,她的背影,王杰,,,,,,,
3461825 ,Nightingale,Yanni,,,,,,,
14840998 ,Ein kleines Lied,candee,,,,,,,
13612440 ,刺心,常艾非,,,,,,,
64519444 ,唱着情歌流着泪 DJ版,祁隆,,,,,,,
2496522 ,一眼万年,林俊杰,,,,,,,
657734 ,你的眼神,蔡琴,,,,,,,
331104 ,原来的我,齐秦,,,,,,,
5839003 ,最好的未来,刘若英,,,,,,,
91001800 ,有点甜,NULL,,,,,,,
83482519 ,张三的歌,蘑菇兄弟,,,,,,,
18641900 ,有空你就来听听我唱歌,群星,,,,,,,
105353270 ,Do You Want to Build a Snowman,"Kristen Bell,Agatha Lee Monn",,,,,,,
434216 ,那么骄傲,金海心,,,,,,,
119346912 ,愚人快乐,陈奕迅,,,,,,,
2127554784 ,家家 - 尘埃 - 步步惊情 片尾曲,NULL,,,,,,,
17750784 ,三妻四妾,王媛渊,,,,,,,
65354738 ,存在,单冲峰,,,,,,,
108655920 ,草原情郎,朱贝贝,,,,,,,
100575177 ,你还要我怎样,薛之谦,,,,,,,
91738179 ,Wrapped In Red,Kelly Clarkson,,,,,,,
13766108 ,我爱你胜过你爱我,"杨小曼,冷漠",,,,,,,
2076242 ,我是一只小小鸟,李宗盛,,,,,,,
615784 ,你太猖狂,田馥甄,,,,,,,
16593511 ,靠近,罗震环,,,,,,,
14916634 ,串烧dj,任军太,,,,,,,
45321773 ,叩叩,李玟,,,,,,,
106268068 ,???2,Cold Cherry,,,,,,,
5946988 ,请到草原来,呼斯楞,,,,,,,
34148645 ,太囧,"楚博仁,王麟",,,,,,,
1344571 ,你的柔情我永远不懂,陈琳,,,,,,,
610054 ,莫斯科没有眼泪,Twins,,,,,,,
38229802 ,爱爱爱,颜小健,,,,,,,
1162834 ,坏孩子的天空,纯音乐,,,,,,,
14874999 ,向阳花,安与骑兵,,,,,,,
2113823 ,太傻,巫启贤,,,,,,,
906512 ,喜欢两个人,彭佳慧,,,,,,,
18372489 ,曾经最美,朱铭捷,,,,,,,
2090010 ,珍惜,苏有朋,,,,,,,
1726983 ,Mad World,Adam Lambert,,,,,,,
113283761 ,套马杆,"乌兰图雅,乌日娜",,,,,,,
31895039 ,错过了缘分错过了你,冷漠,,,,,,,
118074079 ,斗战神(游戏《斗战神》同名主题曲),陈奕迅,,,,,,,
464347 ,谁的眼泪在飞,孟庭苇,,,,,,,
1239120 ,All Over Again,Ronan Keating,,,,,,,
13744842 ,你会爱我到什么时候,陶钰玉,,,,,,,
526261 ,同桌的你,刘若英,,,,,,,
1546817 ,Like The Wind (日剧《爱情白皮书》配乐),神思者,,,,,,,
28320824 ,孟婆的碗,魏佳艺,,,,,,,
65620384 ,? ??? (Rum Pum Pum Pum),f(x),,,,,,,
12313543 ,你在烦恼什么,苏打绿,,,,,,,
105687865 ,想念真好,汪峰,,,,,,,
243319 ,掌纹,曹格,,,,,,,
10358343 ,So Far,Chris Garneau,,,,,,,
114782481 ,千里之外 (京剧版),霍尊,,,,,,,
24492935 ,没那么简单,金志文,,,,,,,
115002770 ,Can’t Stop,CNBLUE,,,,,,,
120890444 ,巴黎夜雨,孙子涵,,,,,,,
84978577 ,妈妈的吻,杨钰莹,,,,,,,
84761312 ,小河淌水,皆大欢喜,,,,,,,
89321979 ,Royals,Lorde,,,,,,,
31049247 ,裸爱(江南style中文版),张可儿,,,,,,,
114895420 ,时间都去哪儿了,"赵萌萌,王铮亮",,,,,,,
65247615 ,预谋dj皮卡丘可爱版,佚名,,,,,,,
108293878 ,信,周子琰,,,,,,,
116972420 ,感谢相识,"可歆,常定晨",,,,,,,
7294244 ,Mr. Worldwide (Intro),"Pitbull,Vein",,,,,,,
123339121 ,故乡,帕尔哈提;王卓,,,,,,,
50325588 ,好好说再见,"陶喆,关诗敏",,,,,,,
1397354 ,Opera 2,Vitas,,,,,,,
119997883 ,跟着你到天边,常石磊,,,,,,,
255175 ,外面的世界,齐秦,,,,,,,
92251363 ,是不是这样的夜晚你才会这样的想起我,张智成,,,,,,,
123003045 ,开学第一课,TFBOYS,,,,,,,
966991 ,黑蝙蝠中队,刘德华,,,,,,,
1723469 ,我爱你你却爱着他,黑龙,,,,,,,
7567988 ,Bye Bye,Mariah Carey,,,,,,,
44805393 ,斑马斑马,宋冬野,,,,,,,
296696 ,踏古,林海,,,,,,,
42326725 ,Easy Come Easy Go,"蔡健雅,MC Hotdog",,,,,,,
9924144 ,Mother,久石让,,,,,,,
989554 ,谁动了我的琴弦,周笔畅,,,,,,,
2121735 ,桃花运,杨钰莹,,,,,,,
243056 ,老爹,"迪克牛仔,弦子",,,,,,,
65613553 ,爱是一颗幸福的子弹,那英,,,,,,,
5919772 ,栀子花开,何炅,,,,,,,
330840 ,看得最远的地方,张韶涵,,,,,,,
23154168 ,爱我你就抱抱我,林妙可,,,,,,,
27857134 ,一个人生活,吴莫愁,,,,,,,
885082 ,热带雨林,S.H.E,,,,,,,
7319037 ,每一步,徐小凤,,,,,,,
560415 ,Murder My Heart,Michael Bolton,,,,,,,
31214048 ,Right Now,Rihanna,,,,,,,
2070791 ,分手快乐,梁静茹,,,,,,,
537383 ,指望,郁可唯,,,,,,,
23513862 ,我选择笑,信,,,,,,,
5895793 ,黄种人,谢霆锋,,,,,,,
88336977 ,拥抱的理由(电视剧《因为爱情有多美》主题曲),李泰,,,,,,,
18260931 ,The Final Countdown,Europe,,,,,,,
1676844 ,宝贝对不起,草蜢,,,,,,,
5837178 ,倾国倾城,"熊汝霖,阿宝",,,,,,,
115022632 ,Europa (???）,少女时代,,,,,,,
1424046 ,我爱你,王菲,,,,,,,
23784023 ,我心永恒,群星,,,,,,,
5980349 ,相爱分开都是罪,六哲,,,,,,,
1114612 ,无奈的思绪,韩宝仪,,,,,,,
2342873 ,南飞雁,李玉刚,,,,,,,
413300 ,死了都要爱,信乐团,,,,,,,
35115943 ,厨师之歌,李志洲,,,,,,,
86882305 ,被驯服的象,蔡健雅,,,,,,,
10358341 ,Inside,Bang Gang,,,,,,,
18752239 ,不再犹豫,黄家驹,,,,,,,
366644 ,被情伤过的女人,黑龙,,,,,,,
115356137 ,夜空中最亮的星,逃跑计划乐队,,,,,,,
15265728 ,流浪歌,陈星,,,,,,,
2008591876 ,只愿得一人心,NULL,,,,,,,
692272 ,生日礼物,江涛,,,,,,,
122620933 ,丝萝,李宇春,,,,,,,
10502415 ,雪山盟,罗百吉,,,,,,,
18653808 ,女驸马,韩再芬,,,,,,,
1539772 ,风云决,任贤齐,,,,,,,
219266 ,家在东北,庞龙,,,,,,,
18268455 ,梦中的婚礼,贵族乐团,,,,,,,
12358031 ,地心,汪峰,,,,,,,
33039639 ,恶人,"孙子涵,Xun",,,,,,,
889473 ,逆光,孙燕姿,,,,,,,
2076220 ,明明白白我的心,"李宗盛,梁静茹",,,,,,,
821893 ,冷酷到底,羽泉,,,,,,,
2009165945 ,mimimi,NULL,,,,,,,
84954071 ,少先队队歌,儿童歌曲,,,,,,,
10494649 ,铃儿响叮当,小蓓蕾组合,,,,,,,
267878 ,城府,许嵩,,,,,,,
222952 ,醉美天下,凤凰传奇,,,,,,,
7298713 ,眉飞色舞,郑秀文,,,,,,,
232995 ,只爱你一个人,任贤齐,,,,,,,
14950798 ,Everything In The World,曲婉婷,,,,,,,
325908 ,杀破狼,JS,,,,,,,
1587683 ,Without You,Mariah Carey,,,,,,,
1699043 ,天黑黑,孙燕姿,,,,,,,
17590820 ,同桌的你 (风行版),老狼,,,,,,,
14730002 ,Glad You Came,The Wanted,,,,,,,
13919906 ,Payphone,"Maroon 5,Wiz Khalifa",,,,,,,
486812 ,剪爱,张惠妹,,,,,,,
1018303 ,i no ri,西村由纪江,,,,,,,
99516331 ,Love Is…,"朴章贤,",,,,,,,
13758601 ,经过,"何洁,陈楚生",,,,,,,
2092169 ,越来越好,宋祖英,,,,,,,
7304896 ,"Tonight, I Feel Close To You","孙燕姿,仓木麻衣",,,,,,,
353040 ,天黑,阿杜,,,,,,,
1424805 ,今宵多珍重,陈百强,,,,,,,
2084525 ,美丽的神话Ⅰ,"成龙,金喜善",,,,,,,
123446041 ,她说 (Live),张碧晨,,,,,,,
123339596 ,贝加尔湖畔 (Live),李维;周深,,,,,,,
205278 ,喜欢两个人,彭佳慧,,,,,,,
